Timestamp,Target,Port,Service,Banner
2026-05-13 15:23:51,127.0.0.1,9090,Unknown Service,"<!DOCTYPE HTML>
<html lang=""en"">
    <head>
        <meta charset=""utf-8"">
        <title>Error response</title>
    </head>
    <body>
        <h1>Error response</h1>
        <p>Error code: 400</p>
        <p>Message: Bad request syntax ('HELLO').</p>
        <p>Error code explanation: 400 - Bad request syntax or unsupported method.</p>
    </body>
</html>"
